Patient Id,First Name,Last Name,Client Patient Id,Gender,Age,Date Of Birth,Age DOB Estimated,Client Request Id,Sample Id,Date Received,Date Submitted,Date Verified,Date Published,Date Invalidated,Date Cancelled,Analysis,Result,Method,Instrument,Reportable,Sample Status,Period Criteria - created_at
P22-00730,Steven,Williams,466-01-7810,1,9,1989-10-14 07:55:56.000000,True,879-19-1044,BP22-00247,2022-01-23 09:34:19.295735,,,,,,HIV,,,,True,received,2022-01-22 16:16:48.814198
P22-00737,Kristen,Frost,486-72-1720,3,10,1981-06-25 13:40:18.000000,False,535-43-7338,BP22-00250,2022-01-23 09:34:20.102166,,,,,,HIV,,,,True,received,2022-01-22 16:16:49.679829
P22-00619,Austin,Castro,897-49-6203,1,13,1981-03-13 11:05:27.000000,False,777-68-7245,BP22-00213,2022-01-23 09:34:07.543121,,,,,,HIV,,,,True,received,2022-01-22 16:16:35.946704
P22-00624,Christy,Best,221-60-9401,3,79,1975-04-04 05:18:45.000000,False,882-35-3986,BP22-00215,2022-01-23 09:34:08.041375,,,,,,HIV,,,,True,received,2022-01-22 16:16:36.274375
P22-00745,Hannah,Villanueva,875-46-2090,1,52,1977-08-02 14:24:02.000000,True,710-63-9577,WB22-00246,2022-01-23 09:34:21.119469,,,,,,HIV,,,,True,received,2022-01-22 16:16:50.849284
P22-00751,Valerie,Herman,197-15-7638,3,49,1981-06-10 22:59:21.000000,True,750-30-6082,WB22-00248,2022-01-23 09:34:21.819887,,,,,,HIV,,,,True,received,2022-01-22 16:16:51.323068
P22-00870,Kevin,Gray,747-01-1292,1,20,2013-01-21 07:57:48.000000,False,104-15-1445,BP22-00296,2022-01-23 09:34:36.117905,,,,,,HIV,,,,True,received,2022-01-22 16:17:07.630362
P22-00826,Randall,Brown,667-98-9039,2,37,1999-05-07 15:12:22.000000,True,278-46-2344,BP22-00282,2022-01-23 09:34:30.824563,,,,,,HIV,,,,True,received,2022-01-22 16:17:00.983227
P22-00672,Emily,King,749-10-7929,2,34,1991-12-27 08:43:37.000000,False,712-38-5423,BP22-00227,2022-01-23 09:34:13.249188,,,,,,HIV,,,,True,received,2022-01-22 16:16:41.952592
P22-00676,Joshua,Smith,253-78-1968,2,49,2002-07-24 02:11:54.000000,False,001-86-0007,WB22-00218,2022-01-23 09:34:13.665223,,,,,,HIV,,,,True,received,2022-01-22 16:16:42.674353
P22-00608,Peter,Hayes,392-46-2321,3,82,1973-01-07 11:39:00.000000,True,406-54-7264,WB22-00202,2022-01-23 09:34:06.174352,,,,,,HIV,,,,True,received,2022-01-22 16:16:34.637803
P22-00837,Joshua,Lowe,388-80-5471,2,85,1974-01-14 07:14:15.000000,True,773-62-1269,BP22-00286,2022-01-23 09:34:32.096747,,,,,,HIV,,,,True,received,2022-01-22 16:17:02.645587
P22-00964,Kevin,Nguyen,612-18-8022,2,36,1981-09-26 21:04:36.000000,False,446-43-3726,WB22-00323,2022-01-23 09:34:46.821015,,,,,,HIV,,,,True,received,2022-01-22 16:17:20.471544
P22-00707,Brent,Miller,337-86-5243,1,56,1992-09-20 16:28:21.000000,False,078-65-9155,WB22-00231,2022-01-23 09:34:17.013685,,,,,,HIV,,,,True,received,2022-01-22 16:16:46.741322
P22-00869,Thomas,Montes,728-01-2500,2,67,2021-01-16 08:58:16.000000,False,525-33-4488,WB22-00288,2022-01-23 09:34:35.961081,,,,,,HIV,,,,True,received,2022-01-22 16:17:07.531163
P22-00852,Robert,Warren,461-23-0210,1,44,2011-02-17 12:20:46.000000,False,764-33-0959,WB22-00282,2022-01-23 09:34:34.032619,,,,,,HIV,,,,True,received,2022-01-22 16:17:05.315526
P22-00883,Jeffrey,Guerrero,299-49-8283,1,21,2009-02-10 04:42:04.000000,False,552-78-5681,WB22-00292,2022-01-23 09:34:37.230348,,,,,,HIV,,,,True,received,2022-01-22 16:17:09.304659
P22-00632,Amber,Nelson,199-08-1345,3,27,2004-02-28 05:07:59.000000,True,767-28-0948,WB22-00207,2022-01-23 09:34:09.277702,,,,,,HIV,,,,True,received,2022-01-22 16:16:37.453026
P22-00923,Sandra,Young,455-30-3081,1,9,1971-11-13 01:58:20.000000,True,255-84-1400,WB22-00309,2022-01-23 09:34:42.160584,,,,,,HIV,,,,True,received,2022-01-22 16:17:14.921045
P22-00930,Julie,Rodriguez,423-80-1489,2,63,2001-12-26 21:03:20.000000,True,126-75-0587,BP22-00313,2022-01-23 09:34:43.054314,,,,,,HIV,,,,True,received,2022-01-22 16:17:16.140572
P22-00922,Terrance,Daniel,114-95-3537,2,34,2016-06-28 11:33:41.000000,False,123-39-3170,WB22-00308,2022-01-23 09:34:42.088422,,,,,,HIV,,,,True,received,2022-01-22 16:17:14.792161
P22-00743,Ryan,Peck,763-54-7243,2,82,2017-07-27 07:58:26.000000,False,195-79-4905,WB22-00245,2022-01-23 09:34:21.043808,,,,,,HIV,,,,True,received,2022-01-22 16:16:50.673651
P22-00658,Katherine,Johnson,758-18-4674,1,30,2012-07-12 08:41:05.000000,False,598-56-1802,BP22-00224,2022-01-23 09:34:11.562375,,,,,,HIV,,,,True,received,2022-01-22 16:16:40.184849
P22-00758,Jerome,Lewis,849-14-3580,1,70,2017-05-17 15:08:08.000000,True,324-62-7766,BP22-00255,2022-01-23 09:34:22.536792,,,,,,HIV,,,,True,received,2022-01-22 16:16:52.583234
P22-00795,Jonathan,Morgan,248-32-1774,1,63,1974-12-24 22:24:49.000000,False,478-09-1398,BP22-00272,2022-01-23 09:34:27.304203,,,,,,HIV,,,,True,received,2022-01-22 16:16:57.184829
P22-00986,Katrina,Nunez,658-45-8884,2,31,2011-01-23 06:59:53.000000,True,368-72-8743,BP22-00340,2022-01-23 09:34:49.408415,,,,,,HIV,,,,True,received,2022-01-22 16:17:23.208400
P22-00675,John,Anderson,796-91-8513,2,81,2017-02-14 17:40:34.000000,False,116-19-9697,BP22-00228,2022-01-23 09:34:14.049845,,,,,,HIV,,,,True,received,2022-01-22 16:16:42.974868
P22-00817,James,Porter,584-85-0384,3,60,2002-06-06 15:25:19.000000,False,490-35-0627,BP22-00279,2022-01-23 09:34:29.834673,,,,,,HIV,,,,True,received,2022-01-22 16:16:59.835885
P22-00766,Alexander,Campos,612-92-4338,1,4,2019-08-29 17:40:11.000000,True,274-50-9644,BP22-00261,2022-01-23 09:34:23.809424,,,,,,HIV,,,,True,received,2022-01-22 16:16:53.553094
P22-00877,Dylan,Gutierrez,719-20-4904,1,65,1984-06-08 05:07:42.000000,True,638-01-8486,BP22-00297,2022-01-23 09:34:36.916857,,,,,,HIV,,,,True,received,2022-01-22 16:17:08.757431
P22-00918,Brendan,Hall,878-53-4700,1,72,1977-10-24 19:38:24.000000,False,895-44-2878,WB22-00306,2022-01-23 09:34:41.523064,,,,,,HIV,,,,True,received,2022-01-22 16:17:14.107211
P22-00822,Taylor,Nguyen,369-15-5197,3,13,1996-01-12 19:09:25.000000,True,141-40-5659,WB22-00271,2022-01-23 09:34:30.408802,,,,,,HIV,,,,True,received,2022-01-22 16:17:00.557726
P22-00648,Erica,Sosa,277-42-0015,1,26,2002-09-19 12:31:17.000000,False,162-65-7848,BP22-00220,2022-01-23 09:34:10.712779,,,,,,HIV,,,,True,received,2022-01-22 16:16:39.385920
P22-00705,Frank,Sweeney,265-88-0385,3,11,1972-01-15 11:13:54.000000,False,622-84-6593,WB22-00230,2022-01-23 09:34:16.719112,,,,,,HIV,,,,True,received,2022-01-22 16:16:46.032241
P22-00651,Dustin,Todd,875-12-5776,3,65,2006-06-02 12:23:24.000000,True,639-10-7272,BP22-00222,2022-01-23 09:34:10.960074,,,,,,HIV,,,,True,received,2022-01-22 16:16:39.739671
P22-00842,Brandi,Mckinney,609-78-0801,3,84,1998-05-15 19:13:11.000000,False,656-13-2715,WB22-00276,2022-01-23 09:34:32.674810,,,,,,HIV,,,,True,received,2022-01-22 16:17:03.752595
P22-00728,Sarah,Garner,297-49-8400,2,53,2015-09-30 18:34:20.000000,True,741-52-5304,BP22-00245,2022-01-23 09:34:19.128429,,,,,,HIV,,,,True,received,2022-01-22 16:16:48.590958
P22-00657,Michael,Randolph,428-59-6004,3,24,2020-01-29 09:06:56.000000,True,662-86-2719,WB22-00211,2022-01-23 09:34:11.644973,,,,,,HIV,,,,True,received,2022-01-22 16:16:40.199871
P22-00785,James,Mendez,472-10-9586,2,24,1974-06-23 23:47:37.000000,False,884-54-6760,WB22-00260,2022-01-23 09:34:26.135166,,,,,,HIV,,,,True,received,2022-01-22 16:16:55.974309
P22-00613,Lindsay,Strong,486-67-0240,2,67,1981-07-18 12:24:05.000000,True,018-88-1466,BP22-00211,2022-01-23 09:34:07.138609,,,,,,HIV,,,,True,received,2022-01-22 16:16:35.082196
P22-00720,Chad,Bates,569-62-2424,1,5,1974-09-11 04:48:42.000000,False,252-55-0345,WB22-00235,2022-01-23 09:34:18.576233,,,,,,HIV,,,,True,received,2022-01-22 16:16:48.159535
P22-00985,Isaac,Hernandez,303-18-0409,1,65,1976-03-09 05:11:32.000000,False,447-20-0749,WB22-00328,2022-01-23 09:34:49.489369,,,,,,HIV,,,,True,received,2022-01-22 16:17:23.208523
P22-00906,Bradley,Weaver,825-83-8979,3,43,1996-07-01 23:54:10.000000,False,261-32-7374,WB22-00303,2022-01-23 09:34:40.201587,,,,,,HIV,,,,True,received,2022-01-22 16:17:12.605834
P22-01047,Katherine,Williams,191-35-1348,3,57,2006-09-24 07:47:42.000000,True,743-63-1051,BP22-00362,2022-01-23 09:34:56.825773,,,,,,HIV,,,,True,received,2022-01-22 16:17:30.591144
P22-00850,Kevin,Sanchez,103-69-0943,1,78,2018-12-29 12:56:48.000000,False,808-46-1350,BP22-00291,2022-01-23 09:34:33.569243,,,,,,HIV,,,,True,received,2022-01-22 16:17:04.386982
P22-00971,Raymond,Massey,746-81-5347,2,85,1988-10-07 06:17:49.000000,False,586-11-4159,BP22-00330,2022-01-23 09:34:47.619406,,,,,,HIV,,,,True,received,2022-01-22 16:17:21.424834
P22-00891,Tiffany,Johnson,449-90-2536,2,56,1974-07-01 06:28:43.000000,False,338-85-3546,WB22-00295,2022-01-23 09:34:38.117734,,,,,,HIV,,,,True,received,2022-01-22 16:17:10.541577
P22-01055,Dorothy,Estes,409-77-1726,2,63,2017-02-05 09:06:22.000000,True,105-78-3403,WB22-00345,2022-01-23 09:34:57.763387,,,,,,HIV,,,,True,received,2022-01-22 16:17:31.771346
P22-00996,Earl,Erickson,729-17-3240,2,56,1998-09-06 07:14:58.000000,False,311-59-5748,BP22-00344,2022-01-23 09:34:50.860026,,,,,,HIV,,,,True,received,2022-01-22 16:17:24.514101
P22-00627,Jasmin,Gibbs,875-65-2351,2,53,2003-10-13 05:02:12.000000,False,190-64-5495,BP22-00217,2022-01-23 09:34:08.540868,,,,,,HIV,,,,True,received,2022-01-22 16:16:36.886497
P22-00934,Mario,Smith,286-70-1714,1,88,1991-06-02 20:08:56.000000,True,401-91-5494,WB22-00312,2022-01-23 09:34:43.216709,,,,,,HIV,,,,True,received,2022-01-22 16:17:16.310846
P22-00625,Rhonda,Bean,648-82-5896,3,70,2004-03-26 20:32:50.000000,False,840-32-6469,BP22-00216,2022-01-23 09:34:08.449121,,,,,,HIV,,,,True,received,2022-01-22 16:16:36.386038
P22-00860,Mallory,Howard,213-70-0916,3,13,2000-12-04 01:04:55.000000,True,295-49-9825,WB22-00286,2022-01-23 09:34:34.846615,,,,,,HIV,,,,True,received,2022-01-22 16:17:05.998549
P22-00686,Mark,Schwartz,535-67-7975,2,26,1998-09-27 07:10:16.000000,False,696-57-6587,BP22-00229,2022-01-23 09:34:14.859851,,,,,,HIV,,,,True,received,2022-01-22 16:16:44.191788
P22-00726,Justin,Romero,712-05-5839,2,4,1983-05-09 03:08:53.000000,False,307-32-8937,BP22-00246,2022-01-23 09:34:19.203703,,,,,,HIV,,,,True,received,2022-01-22 16:16:48.610231
P22-00725,Jeffrey,Morales,257-99-3952,1,89,2020-08-24 14:53:08.000000,False,617-16-7584,WB22-00237,2022-01-23 09:34:18.896120,,,,,,HIV,,,,True,received,2022-01-22 16:16:48.412386
P22-00820,George,Duncan,543-05-3152,2,13,2021-01-23 11:18:57.000000,False,393-93-5035,BP22-00280,2022-01-23 09:34:30.157810,,,,,,HIV,,,,True,received,2022-01-22 16:17:00.242975
P22-00860,Mallory,Howard,213-70-0916,3,13,2000-12-04 01:04:55.000000,True,295-49-9825,BP22-00295,2022-01-23 09:34:35.087597,,,,,,HIV,,,,True,received,2022-01-22 16:17:06.164126
P22-00844,Christopher,Allen,852-49-3537,3,38,1994-10-16 13:08:52.000000,True,566-25-6305,WB22-00278,2022-01-23 09:34:32.823234,,,,,,HIV,,,,True,received,2022-01-22 16:17:03.775378
P22-00732,Michael,Bailey,180-94-4109,1,40,2007-03-18 00:35:56.000000,True,040-51-5180,WB22-00239,2022-01-23 09:34:19.616509,,,,,,HIV,,,,True,received,2022-01-22 16:16:49.290614
P22-00874,Scott,Moody,079-57-0723,2,43,2005-03-31 14:57:25.000000,False,303-31-8504,WB22-00289,2022-01-23 09:34:36.527818,,,,,,HIV,,,,True,received,2022-01-22 16:17:08.313262
P22-00746,Bethany,Holmes,138-60-4909,2,82,1970-01-22 03:58:16.000000,True,519-85-0924,WB22-00247,2022-01-23 09:34:21.570384,,,,,,HIV,,,,True,received,2022-01-22 16:16:51.211598
P22-00764,James,Beltran,009-49-8244,3,78,1980-03-18 01:02:42.000000,False,240-74-9402,BP22-00259,2022-01-23 09:34:23.476426,,,,,,HIV,,,,True,received,2022-01-22 16:16:53.137942
P22-01042,Kimberly,Todd,859-31-9665,2,37,1985-04-07 15:54:35.000000,False,672-20-9569,BP22-00359,2022-01-23 09:34:56.131877,,,,,,HIV,,,,True,received,2022-01-22 16:17:29.975089
P22-00879,Brandon,Maynard,246-52-9971,3,83,1984-03-02 22:13:37.000000,True,710-71-6656,WB22-00291,2022-01-23 09:34:37.075375,,,,,,HIV,,,,True,received,2022-01-22 16:17:09.019499
P22-00835,Michael,Rogers,241-25-7314,2,39,2002-02-18 18:07:38.000000,True,068-48-9716,BP22-00285,2022-01-23 09:34:32.021387,,,,,,HIV,,,,True,received,2022-01-22 16:17:02.448838
P22-00838,Jason,Lucas,457-14-3970,3,36,1990-12-30 14:34:28.000000,False,227-54-0003,BP22-00287,2022-01-23 09:34:32.191622,,,,,,HIV,,,,True,received,2022-01-22 16:17:02.813031
P22-00957,Ana,Tucker,604-34-1188,3,8,2009-08-24 05:36:20.000000,True,199-72-8235,WB22-00321,2022-01-23 09:34:45.870360,,,,,,HIV,,,,True,received,2022-01-22 16:17:19.783964
P22-00773,Brenda,Glover,078-27-0896,2,25,1982-01-26 13:39:06.000000,True,617-10-9764,WB22-00255,2022-01-23 09:34:24.626408,,,,,,HIV,,,,True,received,2022-01-22 16:16:54.618854
P22-00943,Samantha,Jones,206-11-5214,1,83,1982-01-16 00:57:02.000000,True,323-11-1858,WB22-00317,2022-01-23 09:34:44.252733,,,,,,HIV,,,,True,received,2022-01-22 16:17:17.750442
P22-00916,Justin,Andrade,060-74-6551,2,34,1992-04-30 00:34:42.000000,True,231-16-3091,BP22-00307,2022-01-23 09:34:41.429826,,,,,,HIV,,,,True,received,2022-01-22 16:17:13.940492
P22-00963,Jonathan,Jones,359-57-1792,2,64,1992-01-11 14:18:21.000000,False,898-15-0497,BP22-00325,2022-01-23 09:34:46.903374,,,,,,HIV,,,,True,received,2022-01-22 16:17:20.538454
P22-01005,Michael,Sutton,041-47-7874,2,37,2010-03-08 01:40:24.000000,False,822-44-6798,BP22-00348,2022-01-23 09:34:51.964297,,,,,,HIV,,,,True,received,2022-01-22 16:17:25.854491
P22-00959,Natalie,Stevens,106-75-4829,3,9,1996-06-16 01:05:06.000000,False,805-19-2141,BP22-00321,2022-01-23 09:34:45.946483,,,,,,HIV,,,,True,received,2022-01-22 16:17:19.848417
P22-00973,Micheal,Huff,239-93-7700,3,84,2010-03-20 10:33:43.000000,True,660-16-7944,BP22-00333,2022-01-23 09:34:47.934277,,,,,,HIV,,,,True,received,2022-01-22 16:17:21.742555
P22-00982,Billy,Middleton,312-28-9631,1,16,2012-12-17 17:39:30.000000,True,185-37-0722,WB22-00326,2022-01-23 09:34:48.917630,,,,,,HIV,,,,True,received,2022-01-22 16:17:23.009848
P22-01018,Donna,Stone,148-91-6953,3,17,2001-10-01 14:16:35.000000,True,803-09-9532,WB22-00334,2022-01-23 09:34:53.338265,,,,,,HIV,,,,True,received,2022-01-22 16:17:27.230187
P22-01083,Monique,Butler,518-91-3133,2,60,1995-08-23 10:26:59.000000,False,058-56-3732,WB22-00352,2022-01-23 09:35:01.111588,,,,,,HIV,,,,True,received,2022-01-22 16:17:34.972170
P22-01109,Casey,Smith,585-15-7630,2,13,1988-04-18 00:07:29.000000,True,226-01-6937,BP22-00387,2022-01-23 09:35:03.937842,,,,,,HIV,,,,True,received,2022-01-22 16:17:38.188628
P22-01109,Casey,Smith,585-15-7630,2,13,1988-04-18 00:07:29.000000,True,226-01-6937,BP22-00388,2022-01-23 09:35:04.089738,,,,,,HIV,,,,True,received,2022-01-22 16:17:38.247916
P22-01048,Todd,Roy,453-88-8351,2,64,2021-04-25 08:20:30.000000,True,440-25-2247,BP22-00363,2022-01-23 09:34:56.918874,,,,,,HIV,,,,True,received,2022-01-22 16:17:30.640005
P22-01056,Ryan,Flowers,271-06-3555,1,27,1999-12-19 23:27:20.000000,False,403-16-7896,BP22-00366,2022-01-23 09:34:58.101002,,,,,,HIV,,,,True,received,2022-01-22 16:17:31.916282
P22-01115,Katherine,Kaiser,463-94-9141,1,35,1985-07-14 13:50:41.000000,False,299-44-0273,BP22-00390,2022-01-23 09:35:04.632534,,,,,,HIV,,,,True,received,2022-01-22 16:17:39.263736
P22-01085,Kerri,Reid,141-24-2709,3,65,1976-09-22 00:40:26.000000,True,202-83-5836,WB22-00353,2022-01-23 09:35:01.192052,,,,,,HIV,,,,True,received,2022-01-22 16:17:35.082154
P22-00913,Robert,Bennett,356-97-9874,2,12,2005-11-13 19:02:50.000000,True,072-74-7271,WB22-00305,2022-01-23 09:34:41.044738,,,,,,HIV,,,,True,received,2022-01-22 16:17:13.495935
P22-00912,Vincent,Hicks,067-08-2245,3,66,2006-09-18 06:28:04.000000,True,007-28-7497,WB22-00304,2022-01-23 09:34:40.963567,,,,,,HIV,,,,True,received,2022-01-22 16:17:13.322937
P22-00958,Amy,Johnson,215-66-9788,3,63,1984-09-09 14:33:07.000000,False,072-36-0892,BP22-00322,2022-01-23 09:34:46.020152,,,,,,HIV,,,,True,received,2022-01-22 16:17:19.884938
P22-00954,Danielle,Powers,103-81-0445,3,65,2012-09-06 18:16:57.000000,False,689-03-4247,BP22-00319,2022-01-23 09:34:45.632253,,,,,,HIV,,,,True,received,2022-01-22 16:17:18.979080
P22-00961,James,Porter,218-21-1869,2,41,2009-01-27 12:35:52.000000,True,335-39-8297,BP22-00324,2022-01-23 09:34:46.496506,,,,,,HIV,,,,True,received,2022-01-22 16:17:20.239999
P22-00913,Robert,Bennett,356-97-9874,2,12,2005-11-13 19:02:50.000000,True,072-74-7271,BP22-00306,2022-01-23 09:34:41.119952,,,,,,HIV,,,,True,received,2022-01-22 16:17:13.612044
P22-00955,Daniel,Shea,571-60-0961,3,33,2006-04-04 15:31:59.000000,True,813-03-2511,BP22-00320,2022-01-23 09:34:45.707935,,,,,,HIV,,,,True,received,2022-01-22 16:17:19.255528
P22-01037,Rachael,Carson,758-42-1266,2,61,1974-11-30 00:55:48.000000,True,531-91-2905,BP22-00358,2022-01-23 09:34:55.416169,,,,,,HIV,,,,True,received,2022-01-22 16:17:29.259244
P22-01103,Antonio,Taylor,572-43-6053,1,51,2006-02-23 04:08:25.000000,False,865-65-3533,WB22-00358,2022-01-23 09:35:03.543300,,,,,,HIV,,,,True,received,2022-01-22 16:17:37.592963
P22-01119,Brian,Young,003-48-0332,2,69,2010-05-16 23:54:01.000000,True,655-45-9977,BP22-00391,2022-01-23 09:35:04.944100,,,,,,HIV,,,,True,received,2022-01-22 16:17:39.441027
P22-01006,Kimberly,Jones,695-80-1697,3,10,1982-07-11 04:01:22.000000,False,788-11-2217,BP22-00347,2022-01-23 09:34:51.865952,,,,,,HIV,,,,True,received,2022-01-22 16:17:25.851785
P22-01107,Stephanie,Goodman,527-19-0481,3,16,2013-02-27 20:24:39.000000,False,052-64-5868,BP22-00386,2022-01-23 09:35:03.861144,,,,,,HIV,,,,True,received,2022-01-22 16:17:38.121706
P22-01134,Devin,Ingram,281-25-1715,2,30,2018-04-27 03:42:06.000000,False,817-27-1952,WB22-00365,2022-01-23 09:35:06.530846,,,,,,HIV,,,,True,received,2022-01-22 16:17:41.299082
P22-01138,Steve,Velez,881-20-0979,2,53,2019-01-28 19:59:31.000000,False,806-57-3274,WB22-00369,2022-01-23 09:35:07.254120,,,,,,HIV,,,,True,received,2022-01-22 16:17:41.899831
P22-01170,Heather,Chavez,050-81-9518,1,46,1998-06-17 18:49:05.000000,True,465-87-2732,WB22-00380,2022-01-23 09:35:10.714335,,,,,,HIV,,,,True,received,2022-01-22 16:17:45.688749
P22-01151,Hector,Wells,249-96-8201,1,60,2020-07-08 14:01:38.000000,False,528-86-6184,WB22-00375,2022-01-23 09:35:08.710093,,,,,,HIV,,,,True,received,2022-01-22 16:17:43.289006
P22-01137,Donald,Anderson,388-84-1756,1,45,2000-06-07 04:03:46.000000,True,853-68-1375,WB22-00367,2022-01-23 09:35:06.921852,,,,,,HIV,,,,True,received,2022-01-22 16:17:41.417657
P22-01434,Sara,Walton,414-60-4095,1,19,2001-12-31 18:57:52.000000,True,454-60-3642,BP22-00500,2022-01-23 09:36:33.919922,,,,,,HIV,,,,True,received,2022-01-22 16:18:17.135039
P22-01197,Thomas,Harris,590-10-2423,1,44,1986-08-03 05:43:22.000000,True,330-11-0131,BP22-00416,2022-01-23 09:35:13.019682,,,,,,HIV,,,,True,received,2022-01-22 16:17:48.349655
P22-01579,Amy,Dean,224-07-2606,1,14,1993-08-24 10:52:54.000000,False,604-60-3286,WB22-00491,2022-01-23 09:36:49.584040,,,,,,HIV,,,,True,received,2022-01-22 16:18:34.370639
P22-01256,Frank,Simon,595-18-6559,2,65,1992-09-07 05:12:15.000000,True,579-02-4045,BP22-00440,2022-01-23 09:36:13.092813,,,,,,HIV,,,,True,received,2022-01-22 16:17:55.341939
P22-01224,Heather,Thompson,228-34-9924,1,64,1990-06-10 23:26:41.000000,True,681-85-2419,BP22-00427,2022-01-23 09:35:16.784172,,,,,,HIV,,,,True,received,2022-01-22 16:17:51.766427
P22-01298,Lisa,Duncan,298-88-7499,2,69,1987-02-18 20:34:04.000000,False,708-32-2269,WB22-00416,2022-01-23 09:36:17.812474,,,,,,HIV,,,,True,received,2022-01-22 16:18:00.213925
P22-01165,Ryan,Barron,839-09-3961,2,48,2011-12-06 08:14:44.000000,True,238-44-8251,WB22-00379,2022-01-23 09:35:10.060747,,,,,,HIV,,,,True,received,2022-01-22 16:17:45.029929
P22-01217,Logan,Cannon,110-25-9119,1,33,1997-03-09 00:29:58.000000,True,044-31-4161,WB22-00396,2022-01-23 09:35:15.798678,,,,,,HIV,,,,True,received,2022-01-22 16:17:50.928378
P22-01294,Collin,Frank,796-58-0532,1,24,2018-01-21 11:49:57.000000,False,582-23-1054,BP22-00451,2022-01-23 09:36:17.237959,,,,,,HIV,,,,True,received,2022-01-22 16:17:59.425473
P22-01282,Carl,Coleman,088-81-4578,3,44,1980-10-23 17:31:40.000000,True,219-01-3839,WB22-00410,2022-01-23 09:36:15.874156,,,,,,HIV,,,,True,received,2022-01-22 16:17:58.109244
P22-01516,Adam,Rogers,331-60-9648,1,33,2021-05-22 09:38:50.000000,True,001-30-6913,BP22-00533,2022-01-23 09:36:43.143633,,,,,,HIV,,,,True,received,2022-01-22 16:18:26.505480
P22-01320,George,Hunter,368-90-0479,3,55,1987-06-26 17:38:19.000000,False,733-29-4583,WB22-00422,2022-01-23 09:36:20.367222,,,,,,HIV,,,,True,received,2022-01-22 16:18:02.893976
P22-01173,Yvonne,Olson,705-47-0133,2,54,1972-12-25 05:37:51.000000,False,436-62-2326,WB22-00382,2022-01-23 09:35:10.811894,,,,,,HIV,,,,True,received,2022-01-22 16:17:45.760549
P22-01311,Jeremy,Thomas,119-62-2673,2,47,2018-01-10 03:18:45.000000,True,209-49-8831,WB22-00420,2022-01-23 09:36:19.200418,,,,,,HIV,,,,True,received,2022-01-22 16:18:01.796809
P22-01204,Linda,Phillips,234-52-3113,2,27,2007-10-15 13:32:55.000000,False,251-55-5313,WB22-00393,2022-01-23 09:35:13.557057,,,,,,HIV,,,,True,received,2022-01-22 16:17:49.256272
P22-01310,Tom,Aguilar,281-73-4262,3,50,1971-07-27 14:35:25.000000,False,266-04-7272,BP22-00459,2022-01-23 09:36:19.039274,,,,,,HIV,,,,True,received,2022-01-22 16:18:01.669356
P22-01143,Christina,Martin,840-04-3065,3,89,2018-11-12 12:52:12.000000,True,058-78-4457,BP22-00400,2022-01-23 09:35:07.726601,,,,,,HIV,,,,True,received,2022-01-22 16:17:42.554839
P22-01417,Patrick,Miller,398-58-5021,1,84,1976-12-08 20:33:01.000000,True,880-51-4997,WB22-00449,2022-01-23 09:36:32.111672,,,,,,HIV,,,,True,received,2022-01-22 16:18:15.063521
P22-01484,John,Holt,193-12-0414,3,40,2002-11-06 05:44:40.000000,False,643-17-2332,BP22-00520,2022-01-23 09:36:39.673769,,,,,,HIV,,,,True,received,2022-01-22 16:18:22.930330
P22-01283,Kathryn,Floyd,183-59-7924,2,39,2012-03-02 11:47:38.000000,False,116-86-0880,WB22-00409,2022-01-23 09:36:15.796880,,,,,,HIV,,,,True,received,2022-01-22 16:17:58.093150
P22-01508,Barbara,Rollins,425-51-2943,2,72,2005-06-02 17:50:04.000000,False,020-44-2106,WB22-00473,2022-01-23 09:36:42.062959,,,,,,HIV,,,,True,received,2022-01-22 16:18:25.578330
P22-01243,Laura,Watts,358-25-0522,1,74,1995-05-27 18:46:13.000000,True,227-19-4135,BP22-00434,2022-01-23 09:35:19.055939,,,,,,HIV,,,,True,received,2022-01-22 16:17:53.834221
P22-01527,Gary,Hill,878-69-1238,3,72,1987-02-17 08:42:51.000000,True,201-60-4883,WB22-00478,2022-01-23 09:36:44.070945,,,,,,HIV,,,,True,received,2022-01-22 16:18:27.681117
P22-01509,Maureen,Cross,885-73-2106,1,20,2003-12-02 15:08:31.000000,False,806-93-0795,BP22-00528,2022-01-23 09:36:42.295175,,,,,,HIV,,,,True,received,2022-01-22 16:18:25.673445
P22-01318,Alexandra,Powers,351-56-4289,2,46,2009-04-28 14:33:15.000000,True,125-51-0459,BP22-00462,2022-01-23 09:36:20.028245,,,,,,HIV,,,,True,received,2022-01-22 16:18:02.501238
P22-01389,Erin,Conley,737-66-6974,3,51,1997-03-14 22:16:53.000000,True,594-56-7629,BP22-00489,2022-01-23 09:36:28.981137,,,,,,HIV,,,,True,received,2022-01-22 16:18:11.365629
P22-01144,Emily,Richards,444-63-1565,3,44,1981-10-02 16:43:06.000000,False,274-56-2842,WB22-00372,2022-01-23 09:35:07.802194,,,,,,HIV,,,,True,received,2022-01-22 16:17:42.579313
P22-01185,Jennifer,Bray,493-91-7645,3,22,1978-12-02 12:16:50.000000,True,116-76-6932,WB22-00386,2022-01-23 09:35:11.955146,,,,,,HIV,,,,True,received,2022-01-22 16:17:47.038217
P22-01202,Timothy,Barron,398-25-4647,1,45,1980-02-03 13:13:04.000000,False,517-74-9437,BP22-00418,2022-01-23 09:35:13.328710,,,,,,HIV,,,,True,received,2022-01-22 16:17:49.133280
